token,count,files,category,registered,builtin_allowed,baseline_allowed,first_file,first_line,first_context
TIP,4,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-structures/src/lib.rs,25,pub const CODEX_ID_CANTILEVER_TIP_DEFLECTION_END_LOAD: &str =
TUE,4,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/low_risk_candidate_shortlist.csv,6,"P0_next_after_current_review,PORT_STATUS_RELEASE_GATE.csv:row_0010,app_to_tue_time,foa_app_ast_app_to_TUE_time,""Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamic"
V/W,4,3,compound_registered_or_known,false,false,false,crates/aero-codex-flight-dynamics/src/lib.rs,28,"/// Codex identifier for specific excess power, `P_s = (T-D)*V/W`."
ACX-NOM-E003,3,3,compound_registered_or_known,false,false,false,nomenclature/ci/nom-rules.yaml,12,- code: ACX-NOM-E003
ACX-NOM-E006,3,2,compound_registered_or_known,false,false,false,nomenclature/ci/nom-rules.yaml,24,- code: ACX-NOM-E006
ACX-NOM-W001,3,3,compound_registered_or_known,false,false,false,nomenclature/ci/nom-rules.yaml,73,- code: ACX-NOM-W001
ALGEBRA,3,2,registered,true,false,false,crates/aero-codex-astrodynamics/src/lib.rs,159,pub const SOURCE_ID_FORMULA_VAULT_M00_VECTOR_ALGEBRA: &str =
AREAL,3,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/thinfilm_algal_biofilm.rs,155,const ID: &str = ids::ALGAL_AREAL_PRODUCTIVITY;
ARTIFACT,3,3,needs_registry_or_waiver,false,false,false,DATA_MANIFEST.toml,18,"path = ""ARTIFACT_MANIFEST.md"""
ASCII,3,3,needs_registry_or_waiver,false,false,false,docs/assurance/source_seed_generation_policy.md,35,"- `slice_id`: lowercase ASCII letters, digits, and underscores only;"
BAD,3,1,needs_registry_or_waiver,false,false,false,nomenclature/examples/rust/good_bad_examples.rs,4,// BAD: compact math notation leaked into durable Rust code.
BIOMASS,3,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/melissa_photobioreactor.rs,228,const ID: &str = ids::LIMNOSPIRA_BIOMASS_RATE;
BOUNDS,3,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/brlss_backbone.rs,218,const ID: &str = ids::DYNAMIC_BOUNDS_CHECK;
BRACKET,3,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-gas-dynamics/src/lib.rs,305,const PRANDTL_MEYER_INVERSE_MAX_BRACKET_MACH: f64 = 1.0e6;
BREAKEVEN,3,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/brlss_backbone.rs,355,const ID: &str = ids::THINFILM_ESM_BREAKEVEN;
BRLSS,3,1,needs_registry_or_waiver,false,false,false,source_material/new_thinfilm/blss_thinfilm_report.tex,34,\newcommand{\BRLSS}{BRLSS}
CHECKLIST,3,3,needs_registry_or_waiver,false,false,false,nomenclature/ADOPTION_PLAN.md,40,Require `templates/PR_CHECKLIST.md` for PRs that touch:
CLI,3,2,software_or_repo_infrastructure,false,true,false,crates/aero-codex-life-support/src/biosim_resource_tick.rs,1166,/// Formats the built-in BioSim-RS friend-test smoke report for example/CLI output.
CODATA/NIST,3,2,compound_registered_or_known,false,false,false,crates/aero-codex-constants/src/lib.rs,119,"""Seed value only; exact CODATA/NIST edition and uncertainty review pending."","
COMPONENT,3,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/thinfilm_algal_biofilm.rs,223,const ID: &str = ids::MIXTURE_COMPONENT_RATE;
CONNECTED,3,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/melissa_photobioreactor.rs,562,const ID: &str = ids::OXYGEN_PRODUCTION_CONNECTED;
CORRECTION,3,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/melissa_photobioreactor.rs,210,const ID: &str = ids::GEOMETRIC_CORRECTION;
COUPLED,3,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/thinfilm_algal_biofilm.rs,484,const ID: &str = ids::HABITAT_COUPLED_DERIVATIVE;
DETRELL,3,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/thinfilm_provenance.rs,28,"pub const SOURCE_DETRELL_2021: &str = ""source.life_support.detrell_2021.equation_traceable"";"
DILUTION,3,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/melissa_photobioreactor.rs,650,const ID: &str = ids::NITRATE_DILUTION_COMMAND;
DISCONNECTED,3,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/melissa_photobioreactor.rs,526,const ID: &str = ids::OXYGEN_PRODUCTION_DISCONNECTED;
DISSOLVED,3,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/thinfilm_algal_biofilm.rs,277,const ID: &str = ids::DISSOLVED_SPECIES_RATE;
DOMAIN,3,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/thinfilm_algal_biofilm.rs,563,const ID: &str = ids::VALIDATED_DOMAIN_CHECK;
DR,3,1,chemical_formula_or_unit_symbol,false,false,false,crates/aero-codex-astrodynamics/src/lib.rs,73,"pub const CODEX_ID_M00_TANGENT_FROM_DR_DS: &str = ""formula_vault.m00.vector.tangent_from_dr_ds"";"
DS,3,1,chemical_formula_or_unit_symbol,false,false,false,crates/aero-codex-astrodynamics/src/lib.rs,73,"pub const CODEX_ID_M00_TANGENT_FROM_DR_DS: &str = ""formula_vault.m00.vector.tangent_from_dr_ds"";"
EXPRESSION,3,2,registered,true,false,false,crates/aero-codex-astrodynamics/src/lib.rs,156,pub const SOURCE_ID_FORMULA_VAULT_M00_SOURCE_EXPRESSION_TEST_VECTORS: &str =
FEASIBLE,3,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/melissa_photobioreactor.rs,480,const ID: &str = ids::PBR_FEASIBLE_REGION;
FICK,3,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/nitrifying_biofilm.rs,177,const ID: &str = ids::FICK_BIOFILM_FLUX;
FLAT,3,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/melissa_photobioreactor.rs,118,const ID: &str = ids::FLAT_TWO_FLUX_IRRADIANCE_RATIO;
GEOMETRIC,3,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/melissa_photobioreactor.rs,210,const ID: &str = ids::GEOMETRIC_CORRECTION;
GROWTH,3,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/thinfilm_algal_biofilm.rs,75,const ID: &str = ids::ALGAL_BIOFILM_GROWTH_RATE;
HABITAT,3,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/thinfilm_algal_biofilm.rs,484,const ID: &str = ids::HABITAT_COUPLED_DERIVATIVE;
HARVEST,3,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/thinfilm_algal_biofilm.rs,204,const ID: &str = ids::HARVEST_RESET_THICKNESS;
IDS,3,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/lib.rs,33,"THINFILM_SOURCE_IDS,"
INTERVALS,3,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-gas-dynamics/src/lib.rs,308,const OBLIQUE_SHOCK_BETA_SCAN_INTERVALS: usize = 4_096;
INVENTORY,3,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/brlss_backbone.rs,259,const ID: &str = ids::ELEMENT_INVENTORY_BALANCE;
L/,3,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-aerodynamics/src/lib.rs,25,/// Codex identifier for `CL = L/(q*S)`.
LAPSE,3,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-atmosphere/src/lib.rs,38,pub const TROPOSPHERE_LAPSE_RATE_K_PER_M: f64 = -0.0065;
LICENSE-APACHE,3,3,needs_registry_or_waiver,false,false,false,archive/prompts/Pasted markdown.md,126,LICENSE-APACHE
LICENSE-MIT,3,3,needs_registry_or_waiver,false,false,false,archive/prompts/Pasted markdown.md,125,LICENSE-MIT
LINEAR,3,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/thinfilm_algal_biofilm.rs,440,const ID: &str = ids::LINEAR_ROM_SERVICE;
LOOP,3,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/brlss_backbone.rs,187,const ID: &str = ids::LOOP_BALANCE_RESIDUAL;
METRIC,3,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/brlss_backbone.rs,282,const ID: &str = ids::THINFILM_CLOSURE_METRIC;
MONTRAS,3,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/thinfilm_provenance.rs,20,"pub const SOURCE_MONTRAS_2009: &str = ""source.life_support.montras_2009.equation_traceable"";"
PACK,3,3,needs_registry_or_waiver,false,false,false,nomenclature/CHANGELOG.md,15,- `templates/AI_TERMINOLOGY_PACK.md`.
PEREZ,3,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/thinfilm_provenance.rs,18,"pub const SOURCE_PEREZ_2005: &str = ""source.life_support.perez_2005.equation_traceable"";"
POLIZZI,3,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/thinfilm_provenance.rs,22,"pub const SOURCE_POLIZZI_2022: &str = ""source.life_support.polizzi_2022.equation_traceable"";"
POUGHON,3,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/thinfilm_provenance.rs,14,"pub const SOURCE_POUGHON_2021: &str = ""source.life_support.poughon_2021.equation_traceable"";"
PRODUCTIVITY,3,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/thinfilm_algal_biofilm.rs,155,const ID: &str = ids::ALGAL_AREAL_PRODUCTIVITY;
PROFILE,3,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/thinfilm_algal_biofilm.rs,97,const ID: &str = ids::ALGAL_BIOFILM_LIGHT_PROFILE;
REGION,3,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/melissa_photobioreactor.rs,480,const ID: &str = ids::PBR_FEASIBLE_REGION;
RESET,3,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/thinfilm_algal_biofilm.rs,204,const ID: &str = ids::HARVEST_RESET_THICKNESS;
SCAN,3,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-gas-dynamics/src/lib.rs,308,const OBLIQUE_SHOCK_BETA_SCAN_INTERVALS: usize = 4_096;
SEQ-017,3,1,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/m07_formula_family_classifier.csv,157,"PORT_STATUS_RELEASE_GATE.csv:row_0174,gibbs_from_three_positions,foa_ch02_ast_gibbs_from_three_positions,""source_scilab_extracted_locator/Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all"
SEQ-021,3,1,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/m07_formula_family_classifier.csv,168,"PORT_STATUS_RELEASE_GATE.csv:row_0185,radar_observation_to_sez,foa_ch02_ast_radar_observation_to_sez,""source_scilab_extracted_locator/Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fun"
SEQ-181,3,1,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/m07_formula_family_classifier.csv,1188,"PORT_STATUS_RELEASE_GATE.csv:row_1205,ac_energy_sink_final_axis,ac_energy_sink_final_axis,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library"
SERIES,3,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/melissa_photobioreactor.rs,422,const ID: &str = ids::PBR_TANK_SERIES_RATE;
SOLIDS,3,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/nitrifying_biofilm.rs,197,const ID: &str = ids::BIOFILM_SOLIDS_RATE;
SYMBOL,3,2,needs_registry_or_waiver,false,false,false,nomenclature/README.md,63,│   ├── EQUATION_SYMBOL_TABLE.yaml
T008,3,1,chemical_formula_or_unit_symbol,false,false,false,docs/phase_0_001/tracked_tasks.md,103,### AC-P0.001-T008 — Astrodynamics source review
T011,3,1,chemical_formula_or_unit_symbol,false,false,false,docs/phase_0_001/tracked_tasks.md,130,### AC-P0.001-T011 — Gas dynamics area-Mach inverse
T020,3,1,chemical_formula_or_unit_symbol,false,false,false,docs/phase_0_001/tracked_tasks.md,211,### AC-P0.001-T020 — Validation report generator
TERMINOLOGY,3,3,needs_registry_or_waiver,false,false,false,nomenclature/CHANGELOG.md,15,- `templates/AI_TERMINOLOGY_PACK.md`.
TEST,3,2,registered,true,false,false,crates/aero-codex-astrodynamics/src/lib.rs,156,pub const SOURCE_ID_FORMULA_VAULT_M00_SOURCE_EXPRESSION_TEST_VECTORS: &str =
THETA,3,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-gas-dynamics/src/lib.rs,57,pub const CODEX_ID_OBLIQUE_SHOCK_THETA_BETA_MACH_RESIDUAL: &str = CODEX_ID_OBLIQUE_SHOCK_RESIDUAL;
VALIDATED,3,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/thinfilm_algal_biofilm.rs,563,const ID: &str = ids::VALIDATED_DOMAIN_CHECK;
VECTORS,3,2,registered,true,false,false,crates/aero-codex-astrodynamics/src/lib.rs,156,pub const SOURCE_ID_FORMULA_VAULT_M00_SOURCE_EXPRESSION_TEST_VECTORS: &str =
VERMEULEN,3,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/thinfilm_provenance.rs,30,"pub const SOURCE_VERMEULEN_2023: &str = ""source.life_support.vermeulen_2023.equation_traceable"";"
W/,3,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-constants/src/lib.rs,88,"/// Stefan-Boltzmann constant, W/(m²·K⁴)."
A-G,2,1,compound_registered_or_known,false,false,false,docs/source_intake/stage5_handoff_inventory.md,14,## A-G handoff inventory
ACX-NOM-E001,2,2,compound_registered_or_known,false,false,false,nomenclature/ci/nom-rules.yaml,4,- code: ACX-NOM-E001
ACX-NOM-E002,2,2,compound_registered_or_known,false,false,false,nomenclature/ci/nom-rules.yaml,8,- code: ACX-NOM-E002
ACX-NOM-E004,2,2,compound_registered_or_known,false,false,false,nomenclature/ci/nom-rules.yaml,16,- code: ACX-NOM-E004
ACX-NOM-E005,2,2,compound_registered_or_known,false,false,false,nomenclature/ci/nom-rules.yaml,20,- code: ACX-NOM-E005
ACX-NOM-E007,2,2,compound_registered_or_known,false,false,false,nomenclature/ci/nom-rules.yaml,28,- code: ACX-NOM-E007
ACX-NOM-E008,2,2,compound_registered_or_known,false,false,false,nomenclature/ci/nom-rules.yaml,32,- code: ACX-NOM-E008
ACX-NOM-E009,2,2,compound_registered_or_known,false,false,false,nomenclature/ci/nom-rules.yaml,36,- code: ACX-NOM-E009
ACX-NOM-E010,2,2,compound_registered_or_known,false,false,false,nomenclature/ci/nom-rules.yaml,40,- code: ACX-NOM-E010
ACX-NOM-E012,2,2,compound_registered_or_known,false,false,false,nomenclature/ci/nom-rules.yaml,48,- code: ACX-NOM-E012
ACX-NOM-E013,2,2,compound_registered_or_known,false,false,false,nomenclature/ci/nom-rules.yaml,52,- code: ACX-NOM-E013
ACX-NOM-E015,2,2,compound_registered_or_known,false,false,false,nomenclature/ci/nom-rules.yaml,60,- code: ACX-NOM-E015
ACX-NOM-E016,2,2,compound_registered_or_known,false,false,false,nomenclature/ci/nom-rules.yaml,64,- code: ACX-NOM-E016
ACX-NOM-E017,2,2,compound_registered_or_known,false,false,false,nomenclature/ci/nom-rules.yaml,68,- code: ACX-NOM-E017
ACX-NOM-W002,2,2,compound_registered_or_known,false,false,false,nomenclature/ci/nom-rules.yaml,77,- code: ACX-NOM-W002
ACX-NOM-W003,2,2,compound_registered_or_known,false,false,false,nomenclature/ci/nom-rules.yaml,81,- code: ACX-NOM-W003
ACX-NOM-W004,2,2,compound_registered_or_known,false,false,false,nomenclature/ci/nom-rules.yaml,85,- code: ACX-NOM-W004
ACX-NOM-W005,2,2,compound_registered_or_known,false,false,false,nomenclature/ci/nom-rules.yaml,89,- code: ACX-NOM-W005
ACX-NOM-W006,2,2,compound_registered_or_known,false,false,false,nomenclature/ci/nom-rules.yaml,93,- code: ACX-NOM-W006
ACX-NOM-W007,2,2,compound_registered_or_known,false,false,false,nomenclature/ci/nom-rules.yaml,97,- code: ACX-NOM-W007
ACX-NOM-W009,2,2,compound_registered_or_known,false,false,false,nomenclature/ci/nom-rules.yaml,105,- code: ACX-NOM-W009
ADOPTION,2,2,needs_registry_or_waiver,false,false,false,nomenclature/INTEGRATION_SUMMARY.md,20,"- `README.md`, `ADOPTION_PLAN.md`, `REFERENCES.md`, `CHANGELOG.md`, `ci/nom-rules.yaml`, `ci/github-actions-example.yml`, and `templates/PR_CHECKLIST.md` were updated."
BEAM,2,2,uppercase_word_or_heading,false,false,false,crates/aero-codex-structures/src/lib.rs,39,pub const SOURCE_ID_STRUCTURES_BEAM_BUCKLING_BASICS: &str = SOURCE_ID_STRUCTURES_BASIC_MECHANICS;
BISECTION,2,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-gas-dynamics/src/lib.rs,309,const OBLIQUE_SHOCK_BETA_MAX_BISECTION_ITERATIONS: usize = 128;
C3-,2,1,needs_registry_or_waiver,false,false,false,source_material/new_thinfilm/blss_thinfilm_report.tex,136,"3 & Integrated \MEL{} pilot plant: C3 + C4a + animal crew mock-up & Shows models functioning as life-support system engineering, not isolated culture productivity. It links nitrogen closure, oxygen production, carbon dioxide uptake, and ani"
CEN,2,2,needs_registry_or_waiver,false,false,false,data/thinfilm/source_verification.csv,2,"poughon2021,Poughon et al.,Photobioreactor Limnospira indica Growth Model,10.3389/fspas.2021.700277,verified_against_frontiers_and_sckcen,""Frontiers and SCK CEN records confirm title, journal, volume, article number, and DOI."""
CHANGELOG,2,2,needs_registry_or_waiver,false,false,false,nomenclature/INTEGRATION_SUMMARY.md,20,"- `README.md`, `ADOPTION_PLAN.md`, `REFERENCES.md`, `CHANGELOG.md`, `ci/nom-rules.yaml`, `ci/github-actions-example.yml`, and `templates/PR_CHECKLIST.md` were updated."
COS,2,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-flight-dynamics/src/lib.rs,42,const LEVEL_TURN_COS_EPSILON: f64 = 1.0e-12;
D/,2,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-aerodynamics/src/lib.rs,27,/// Codex identifier for `CD = D/(q*S)`.
DEPENDENCY,2,1,needs_registry_or_waiver,false,false,false,xtask/src/main.rs,168,const FORBIDDEN_DEPENDENCY_TOKENS: &[&str] = &[
E001,2,1,chemical_formula_or_unit_symbol,false,false,false,nomenclature/docs/math_symbol_protocol.md,21,scope: acx.math.example.E001
ESA,2,2,needs_registry_or_waiver,false,false,false,data/thinfilm/source_verification.csv,12,"esaC3,European Space Agency,Compartment III: The Nitrifying Compartment,,included_in_supplied_bib_not_implemented_directly,Retained in BibTeX and source material for future ESA page review."
FRAC,2,1,needs_registry_or_waiver,false,false,false,crates/aero-codex-flight-dynamics/src/lib.rs,18,use std::f64::consts::FRAC_PI_2;
GN&C,2,2,registered,true,false,false,nomenclature/registry/aliases.yaml,91,- alias: GN&C
H2O,2,2,needs_registry_or_waiver,false,false,false,crates/aero-codex-life-support/src/nitrifying_biofilm.rs,57,/// `NH4+ + 1.5 O2 -> NO2- + 2H+ + H2O` and
I1,2,1,chemical_formula_or_unit_symbol,false,false,false,crates/aero-codex-life-support/src/melissa_photobioreactor.rs,96,"""I1 Bessel series overflow"","
IEEE-754,2,2,registered,true,false,false,formula-vault/candidates/m00_vector_algebra.yaml,175,rationale: independent IEEE-754 regression checks first; Scilab equivalence remains pending
JPL/NASA,2,2,compound_registered_or_known,false,false,false,validation/source_registry/astrodynamics_transfer_celestial_basics.yaml,12,"- Exact astrodynamics textbook, NASA educational source, JPL/NASA reference, or other source edition selected for each equation."
L0/L,2,2,compound_registered_or_known,false,false,false,crates/aero-codex-life-support/src/thinfilm_provenance.rs,243,"notes: ""Geometric correction min(1, L0/L)."","
